Working Capital to Total Assets,Current Assets/Total Assets,Cash/Total Assets,PCA_Operating Profit Rate_Pre-tax net Interest Rate,Quick Assets/Total Assets,PCA_ROA(C) before interest and depreciation before interest_ROA(A) before interest and % after tax,Total income/Total expense,Current Liabilities/Liability,Retained Earnings to Total Assets,Cash Flow to Liability,Interest Expense Ratio,PCA_Debt ratio %_Current Liability to Assets,PCA_Persistent EPS in the Last Four Seasons_Operating Profit Per Share (Yuan ¥),PCA_Cash flow rate_Operating Funds to Liability,Total expense/Assets,Long-term fund suitability ratio (A),Equity to Long-term Liability,Fixed Assets to Assets,PCA_Cash Reinvestment %_CFO to Assets,Total debt/Total net worth,Cash/Current Liability,Cash Flow to Equity,Cash Flow to Total Assets,Current Ratio,No-credit Interval,Operating Gross Margin,Degree of Financial Leverage (DFL),Index,Bankrupt?
-0.768972106679006,-1.342071457113427,-1.0059751615466264,-1.0020859899880028e-05,-1.0567211376481047,-0.3132054950303496,-0.3476659195007234,-1.5231823330070382,-0.1354699472154536,-0.1380775627264429,0.2937394939536417,-0.226109169510096,-0.2960257905615853,-0.0981344240766164,-0.9327568576424377,-0.0304357836730928,0.9341734912398352,-0.0131939771285857,-0.0902565558286684,-0.0347404917384859,-0.0832827573641065,-0.1841000243483131,-0.3381986397006229,-0.0131426095969704,0.018308466461916,-0.3219573750549327,0.5401161695749176,22,0
-1.073001067398545,-1.2615697356833089,-0.5162874817788292,0.0536998977084436,-1.0896968580949669,0.4211008423219028,0.5227157401609944,-1.1887233286793053,0.189290798933812,-0.0744756130515123,0.0585771368560418,0.2657458100565216,0.3319087526555533,-0.0761972254375849,-0.6515621603862476,-0.5672358097072172,0.5028002588111768,-0.0131133981163513,0.0553335243702905,-0.0347404034775394,-0.0832827562782178,-0.0654499845605809,-0.1527266119487097,-0.0131492654055378,-0.059971629353446,0.2213696494537393,0.0059601343291609,26,0
-0.3480669988151171,-0.4897821876931058,-0.9575423583647452,0.0398616274929645,-0.9849938144733172,1.1570819789563618,1.2487308571081794,-0.0484102798073543,1.7622255691772002,-0.1500932632616692,-0.0272069930932971,-0.1626681125515131,1.2413912278783392,0.3202609782186586,-0.6124955909101568,-0.8273132507078379,-0.2403191987732084,-0.0129385886643954,0.4767766189541369,-0.0347405790176287,-0.0832827584837638,-0.1640058310231088,-0.3286733083644673,-0.0131389844980444,-0.037936447501294,-0.1116271871548009,-0.089726325659553,27,0
-0.0582556690114103,-0.5789910194769999,0.2489347529573345,0.0252698158681131,-0.5550548565471183,0.0568128965170128,-0.0550422216014205,0.0521665608154194,-0.0629207878885822,-0.140252880760644,-0.0387221324257638,-0.8679974668403531,0.0678962668864744,0.5581940568861461,0.24993601243147,-0.6418459882591101,-0.5077006916656386,-0.013034145400639,0.5213947933064279,-0.0347406624256128,-0.083282747899966,-0.1161672914382664,-0.2571096013128738,-0.0131284419403347,0.0175176982731604,0.0515178159121282,-0.0994413935690984,29,0
-0.3215705063673784,-0.9485703691480863,-0.8797045208885176,-0.00622949432451,-0.6096638671117625,-0.4319231622475213,-0.2894039196910242,-0.5239703685522318,-0.2338602372678975,-0.175748445736617,-0.0404061715851697,-0.9607354160871608,-0.4264453091911533,-0.0555317335590949,0.1077185680512208,-0.4221581745553937,-0.5133694990712685,-0.0131214660392676,-0.1080348178736228,-0.0347406613660637,-0.0832827562125804,-0.1434904256256588,-0.3134781281946743,-0.0131315905035596,0.0102608972189691,-0.2837223345738154,-0.0840383210657436,33,0
-0.5332503769398503,-0.3378196127181507,0.4680614650480428,0.0032030398966012,-0.2192926942562484,-0.2711380021953254,-0.1472073439097878,1.2293882225118755,0.3777877534954384,-0.2831775517565174,-3.863425941955349e-05,0.1380105621556079,-0.076150572980264,-0.457512351061248,-0.3128089633017499,-0.5478471837497749,-0.5133694990712685,-0.0131206601702865,-0.5932778941764867,-0.0347405653212191,-0.0832827525912101,-0.3558660226872785,-0.6554374085551409,-0.013143247261616,-0.0079482295363419,-0.3679164111081257,-0.0570571110979065,34,0
-0.6039433941969872,-0.120392338238563,-1.3973426564877982,0.0041790440402015,0.1556793656524885,0.0603747987775143,2.1143839387034737,-0.2932186837125927,0.1120856572264796,-0.1122041455307841,-0.0387221324257638,0.8128275487183251,0.9113987526543108,-0.3794141432451613,-1.9075563039454213,2.360302640297238,0.3743061610633919,-0.0133439244290557,-0.6633074179180398,-0.0347403239841087,-0.0832827605161774,-0.1761671233292807,-0.2927330478240873,-0.0131448345482265,0.0105407039904253,-0.7247355825854582,-0.091703601752444,36,0
-0.0086569458947309,-0.7037966883590269,0.9364783664305304,0.0775976509041284,-0.1743320707642978,0.7089590243595632,0.6048469052052031,-0.7684614125107718,1.8550431787358443,0.0388143766653348,-0.0470930308793384,-1.0286410411368316,0.5546806022303716,0.625040569175615,-0.1070784394691743,0.0425343152993829,-0.5133694990712685,-0.0132123960828226,0.3715721206340954,-0.0347406625087846,-0.083282731383189,0.0180388502605155,0.0244325884765667,-0.0131217150693786,0.0323154589029023,0.6854714031364517,-0.1001352462118748,38,0
0.203727721873739,0.7190466494994663,-0.5821294762909461,0.0359769682528426,0.408714909219183,0.4998207319015366,0.1981245826007143,1.288681355817674,0.5929611766065054,0.058002957939369,-0.0303075346643995,0.5464490350159183,0.6236941953148925,0.1550105616091031,0.6032721407831928,-0.6749313068389803,-0.5133694990712685,-0.0130989924211881,0.7676063137350035,-0.0347404923496288,-0.0832827583023871,0.1759192103874464,0.2356947399887936,-0.0131375046533669,-0.0010111424138935,0.3119131069893948,-0.0822968523441167,39,0
-1.034319042727965,-1.8753284641553007,-1.1896230745278131,0.0157251772880859,-1.6949672152857185,-0.1445074411443516,0.3092300100709438,-1.9271738021366835,-0.194881731910424,-0.0371255226333299,0.125143944659397,-0.3012303976679252,-0.2344717232131688,-0.2355422273334494,-1.4428336631814478,-0.5876835638725088,0.7214463676224228,-0.013080740986838,-0.294904853052495,-0.0347404380485508,-0.0832827571841562,0.0160247707567594,-0.0325224043997082,-0.0131480940025783,0.3517352944870494,-0.4404185743857593,0.0489805513705198,40,0
-0.2332645854463872,-0.1707156962419606,-0.8491645485369577,0.0324787067417477,0.2816315397837352,1.3466040663846108,0.6679153533059786,-0.9330485517975886,1.5161670795209088,-0.0331511941266124,-0.0438279178678664,0.5180470160033384,1.50973858140635,0.2320727785003604,0.3233802931810577,-0.2759772896487477,0.4506376353493423,-0.0132001978114726,0.8116429866730184,-0.0347403541505692,-0.0832827584582394,0.0471689988405338,-0.0033084358978624,-0.0131390624818032,0.0088543079405866,-0.1298145161010871,-0.0973077999804225,41,0
-0.2326608683235132,-0.5286948383944178,-0.7232711198499062,0.1066013594718734,-0.186304224524477,1.522539282076016,2.112760240771034,-0.751027942262521,1.0980100768596492,-0.0277374525575314,-0.0396692926610437,-0.2055481065649222,1.286398797880698,0.3382596495903819,-1.072845386291998,-0.2755563988423687,-0.0632995329393387,-0.0131737137342918,0.4931236991133801,-0.0347405567598293,-0.08328275693492,0.0004347025073838,-0.0367749045512245,-0.0131356384053482,0.1539778618392802,0.5003566476316369,-0.0933349365512457,42,0
0.1117941232291243,0.1726773536161463,-0.064668387834107,0.0225301226828548,-0.226703728114358,0.2125216217998586,-0.0826316191617378,-0.8945957284966435,0.0945231728915892,0.1127684950241471,0.0312561217584126,0.4953734818941938,0.4323137265053777,-0.0853332194487021,0.8924327009455423,-0.4861620208617198,0.8435339045689724,-0.0131314509613954,0.2375104727956579,-0.0347403687456108,-0.0832827550634318,0.4172984188295868,0.517028538760621,-0.0131348828862831,-0.0064777242314628,0.3437203311580274,-0.0137119591724731,44,0
-0.450473278221711,-0.3923548432149992,-0.4833940298526227,0.0129964410678834,-0.6325387570764226,-0.1305561667146438,-0.2408132279842636,0.5937374665247107,-0.1518137782029555,-0.2027068547820896,-0.0143974314695919,0.0309109096119497,-0.0776759763148269,-0.2391958733449639,0.8845156449807116,-0.3554442914408424,-0.5133694990712685,-0.0131722751837532,-0.4099440173103926,-0.0347405675216804,-0.0832827569878747,-0.2418416865137073,-0.4609340510025534,-0.0131416669390705,-0.0138971535630877,0.3207402681645865,-0.0731493204055139,45,0
0.2188633465458772,0.2591576858269723,0.9641210008085964,0.0471367823947563,0.3270629991775041,0.431489680946792,0.589487234494383,-0.2524306597714346,0.5006757591905179,0.1015883545108836,-0.0188048851447547,0.1918539925904919,0.703072832608436,0.1374089684674127,-0.4209671583652785,-0.632257114069307,0.0756425883991551,-0.0130753159030267,0.4432897030870769,-0.0347405098376376,-0.0832827466384103,0.2351720127351103,0.3456372090101002,-0.0131333631932288,0.0503053750118819,0.2091170172997057,-0.0810758058992049,50,0
-0.3952604913469272,-0.768292464379381,-0.9808193466465182,-0.0049404684228508,-1.4421928411427196,-0.252327660283428,-0.4065252080200506,-0.8899704410473764,-0.3744467539590473,-0.0903946695714133,0.4308383205683243,-0.2897342140163327,-0.4327232143938042,0.2353680221211968,0.1362030003554504,-0.7995882646789186,0.2546569632625023,-0.0129267765943944,0.4295942111943704,-0.034740562793481,-0.0832827579965495,-0.0884700039182194,-0.1924238357972254,-0.013137412808319,-0.0576020230038651,-0.290381435628842,1.0477235845458572,55,0
0.4580946559535559,1.5400732023133936,-0.6360634845590505,0.0306810029753837,-1.6227484966854897,-0.3723363420600117,0.1874033990207598,1.0875002800368576,0.1301291853047055,-0.0046200640651236,0.3083682832769726,1.2020342348733646,0.0400131407661671,0.1411521594122626,-1.3327338056904063,0.5898474573548746,-0.3497516462881761,-0.0132998119969292,1.634180019415628,-0.0347402781630575,-0.0832827590718146,0.1576255893372674,0.1206142225173965,-0.0131384230594893,-0.2105770784415288,0.0951280248375502,-0.0967966885503099,56,0
-0.3626638274381871,-1.0888382661978733,-0.3818337684049153,0.0324184962612279,-0.6782139107946962,0.0353896310414991,0.209142092210831,-1.0118447998148732,-0.4129961421639392,-0.3185236187373793,-0.0213771086252505,-1.0076029100889092,-0.2265860916742583,-0.0975739603296704,-0.8102229922811559,-0.9425682218621632,0.0201590729427634,-0.0126865371158755,-0.1518106481916089,-0.0347406533760343,-0.0832827509252005,-0.2643597540765153,-0.5553679424255805,-0.0131299390947757,0.6041837650034594,0.3636409652090567,-0.0695105658394853,59,0
-0.0038178068979454,-0.2274158456615777,-0.8852339475006012,0.0251677840680715,-0.198678970056205,0.2421353637055112,0.6349306839920383,-0.5613065797469861,0.9587666371592102,-0.0594581889123333,-0.0242651979588349,-0.1478645039160405,0.4858409054140259,-0.6871587238282763,-0.7396036557363238,0.9241596415560784,-0.0949594879480159,-0.0132895738998845,-1.0018804647156343,-0.0347405571268725,-0.083282757971976,-0.0448395363769077,-0.1160761309473391,-0.0131330478095815,0.0346074690794525,-0.408341553450637,-0.0780990042710656,63,0
-0.7893025124721967,-0.8373544904032466,-0.7160327508050935,0.0485494264871683,-0.5630750890248766,0.7279273086363274,1.228275039238668,-0.2755208764220412,0.9004012615251331,-0.1076946140839956,-0.0279951695349611,0.0485458523296379,0.9256522438020212,0.1184693439701894,-1.028308920263903,-0.726487265424346,-0.0540677487374521,-0.0130228628925623,0.3890214445338757,-0.0347405365397651,-0.0832827576775537,-0.1181071673184815,-0.2406853098593569,-0.0131455138190653,0.2045687247327432,-0.0504661561141794,-0.0861941987171026,64,0
0.0849938176794457,-0.4795126130224321,0.0643533298953906,0.0192275464971138,-0.632291611370239,0.0160390039465421,-0.1424114269491507,0.6514260753566758,0.4002750733263966,-0.1021070351393225,-0.0113032992275281,-1.0309828212834626,-0.0901030899877996,0.7003799630351724,0.686017299055608,-0.316103451886506,-0.4656529549777995,-0.0131385376259152,0.6117848821323809,-0.0347406830543114,-0.0832827491152295,-0.0839860559208358,-0.1914964017041969,-0.0131242190260498,0.005079625467003,0.3022106048038728,-0.063512408493548,65,0
0.0527246909504841,0.5893921401584113,-1.5642501590798688,0.0257403816658618,0.0514722796274648,0.1806797525215212,0.4267879333800451,0.7544686381693403,0.1151096434355452,-0.083145670245827,-0.0409324024045614,0.6475486679988185,0.5009883704949394,0.2876142736039616,-0.4101004018331964,0.4337732513408119,-0.5133694990712685,-0.0132815870579764,1.2326032084862508,-0.0347404492190417,-0.0832827609269716,-0.0841170050547152,-0.1802839399762862,-0.0131390018302398,-0.0128414881603778,-0.1896378165995292,-0.0953912770543618,66,0
0.728283477465697,0.8338393264904684,-0.7925475895657988,0.0067955846515407,0.8395652352228102,-0.1903629015102832,0.5108330862456814,0.5569889981024517,0.0550012630289843,-0.0452315656636522,-0.0443543780575543,0.11853005734391,-0.0074979629240395,-1.0784755755223276,-1.149199483545034,-0.3890817973274734,-0.5133694990712685,-0.0131690422275172,-1.76699779241871,-0.0347405528054987,-0.0832827583393289,-0.0237341275210766,-0.0796600547016956,-0.013128128292167,0.0676792150120927,-0.5442991418370078,-0.0974990245984506,67,0
0.2480491013825653,-0.2319299702667718,-0.3191219247068392,0.0063077493773747,-0.0053422977199198,-0.1099764939719574,-0.0492069668243849,0.8828523232591653,-0.0232760963892381,0.0028850810109003,-0.0278374357638904,-0.898844464367188,0.0008184557254485,0.8372161196057585,0.1902511768987008,-0.243993698952318,-0.5133694990712685,-0.0131608727537967,0.9823168434078272,-0.0347406744115586,-0.0832827533546135,-0.0148453132600913,-0.0424830928343005,-0.0131234548298932,0.023765834244381,-0.4260356763945185,-0.0840138987931713,71,0
-0.0012728098175633,-0.5537445679239207,-1.16834344524103,0.0154631911841551,-0.6206553573813185,0.2736946705200159,0.5351584517631903,0.0453214791571803,0.8822739639518679,-0.0115532796080866,-0.0233723583683872,-0.9274186281137606,0.2510397589452025,0.0260144956779206,-0.5405629476787578,-0.8984137686050093,-0.5133694990712685,-0.0128138976818998,-0.1289780610554887,-0.0347406677667639,-0.0832827584782153,-0.0218495410389134,-0.0588338625009682,-0.0131264179896044,0.0398156773936974,-0.3368833763093882,-0.0735376637815117,72,0
-0.1337085315790311,0.063652511516526,1.3188223697421833,0.0259569003013956,0.0429017402093985,1.2814786838974408,0.6761031707024572,0.8646632472015753,0.6630862581465671,-0.0742467551705596,-0.0353026159722369,0.1933421202790563,0.8818975454814659,0.1766196675828861,0.1440964915895722,-0.7861435371291912,-0.5133694990712685,-0.0130131371661597,0.7139321255878153,-0.0347405483213936,-0.0832827425569395,-0.0658835321748993,-0.1528346457272729,-0.0131388406786305,0.0025080677960231,-0.2649718712573889,-0.0899906099002941,79,0
-0.7057566053565576,-1.2796962604132962,0.2682512278724829,0.060702343006455,-0.9420402933997962,0.5748876814538144,1.1902385141134206,-0.4727915244329628,0.4865756136135731,0.3694405523439947,-0.0461449752637275,-0.8692964240859498,0.2843230036423232,0.7407076841602236,-0.8209980415942423,-0.094611312676009,-0.5133694990712685,-0.0131953024973246,0.5256721001890293,-0.0347406532946713,-0.0832827467116592,0.2908568167892238,0.6004624247956828,-0.0131412094491841,0.0017659755224493,0.1397953108408671,-0.0992052662800389,80,0
-0.3784373568425282,-0.8851966326769314,-0.754143351026592,-0.0160637198735448,-0.6336692581371826,-0.5077364702905682,-0.4587053094950937,-0.7167360049350537,0.2461722108969514,-0.4842214146541493,0.5055723503973529,-0.6448933828179001,-0.5636777102126875,-0.4212957522190847,-0.7375777959227352,-0.4303879036054305,-0.2474178884007106,-0.0131219772387611,-0.4636072540689719,-0.0347406214159328,-0.0832827561052445,-0.4854600520080664,-0.9461797038941928,-0.0131352225216549,0.0235657946601251,-0.4285024979725784,-0.5404747385200181,83,0
-1.566930285361192,-2.11041484050206,-0.3883869920753532,-0.0428526817819292,-1.6722974742579313,-0.527090175062327,-0.8045825706124022,-0.7471402123505425,-0.3993309014722417,0.1032187829640871,-0.1887897555863653,-0.7268566653410106,-0.6539174958946287,-0.1790612665664356,-0.6995005932128796,-0.99833746359709,-0.1298111274393941,-0.0126220773584893,-0.2588633412099895,-0.034740630221417,-0.0832827531802118,0.1029017552984232,0.1843861554705835,-0.0131598772949179,-0.2221133500545218,-0.2034897993697065,-0.2183470729316902,89,0
0.0164316708086924,-0.3295522668525726,-0.0264617483932187,0.023429760855122,0.135724190862999,0.1624689232592677,0.2694188749144334,0.5601961954353492,0.5175740157311327,0.0742454480889227,-0.0445650335050164,-0.6226808655900078,0.3045516842629507,-0.293619083876484,-0.1804980821080347,0.6865098853549696,-0.5133694990712685,-0.0132728071841914,-0.3821225694713064,-0.0347406459573707,-0.083282752371308,0.0603395901993972,0.1060645852602168,-0.0131307570007886,0.0259415097017471,-0.1243195757513922,-0.0979805060289029,92,0
0.201718504784233,0.261230216057737,-1.4092033380768858,0.000272580326222,-0.0241347734296228,-0.1744441212620802,-0.3191824645329481,-0.3706938438846279,-0.0143382775149123,-0.0716263230213431,0.1915679929307129,0.2583682734904869,-0.0210122604476199,0.2514849969871607,0.7430382968300302,-0.5333283420394398,0.1130905412327198,-0.013119340142668,0.7516574788429871,-0.0347404887207557,-0.0832827603921919,-0.0605817057362134,-0.1447298201852615,-0.013133784260982,0.0050845809180424,-0.5337048812943763,0.1297928314235484,93,0
-0.0486575608774716,0.1945170013827064,-0.421237398614,0.0181065682937885,0.261878186521483,-0.0691283763282729,0.2143699164378425,-0.4838290926413198,-0.105650928206905,-0.250650340417604,0.0177409128568803,0.5649873105945106,0.1124551110982074,-0.1424350995282118,-0.8596034107000304,-0.4610959857437171,0.3361230643444481,-0.0131567004996634,-0.000207119191698,-0.0347403950391038,-0.0832827572291831,-0.5091866040104196,-0.7513176248939323,-0.0131382237948664,0.040627046942202,-0.2578798539639006,-0.0389021462953876,94,0
-0.5988442339152404,-1.637086401154698,-1.399962061851978,0.0275963999758902,-1.4377705649700077,-0.1034365090809796,0.9375028531393794,-1.834198475467928,0.1634601206396314,-0.1064231698456485,-0.0227947207996428,-1.2797030835511776,-0.1507558934786537,0.3103257380135421,-1.6748529545311155,0.3245349241452819,0.0811813518049362,-0.0132301981570407,-0.0474875051255027,-0.0347406490546605,-0.083282757912677,-0.0934746403481525,-0.2085227068477041,-0.0131237372845552,0.0464049065945178,-0.3584085374064006,-0.0783979519119707,98,0
-0.9861068639049266,-1.6075284941207764,-0.864970496809798,-0.0184113791991727,-1.3410128945476285,-0.5675023846656073,-0.9403298746775786,-1.2838720372363237,-0.4715108384080166,0.0481284152016416,-0.2900542608802567,-0.5956077466674033,-0.6490570611205594,-0.0692192825384413,-0.9448573921907588,-0.2919810613080718,0.3919003514974348,-0.0131398468407223,-0.0999931281805139,-0.0347405867635584,-0.0832827561150743,0.0845372654100287,0.1253917979713665,-0.0131472795895334,0.0174858531557832,-0.5275888094329447,-0.2919966111361589,99,0
-0.5181207169861459,-0.7919612560165107,-0.0417128310888259,0.0451390248294651,-0.484886397512953,0.8298247731330369,1.2669319567147377,-0.6227130831114198,0.5022625910018979,-0.2296434621672219,-0.0273645605891008,-0.2226121395086503,0.4946005834108188,0.540112057925762,-0.9475039761536188,-0.9397599127082475,0.1560513788567387,-0.0127666460637047,0.9878191507261296,-0.034740566257814,-0.083282753027849,-0.2802018322998333,-0.5264955258717728,-0.0131404383555706,-0.0488204158543738,0.0416137234985067,-0.0787145658101336,100,0
-0.4999420412443724,-1.495229958747757,0.5764281751039713,0.0188677625298251,-0.9942445240262492,0.2454769017370523,-0.2602009845490701,-2.0699081942450195,-0.2957418986492008,0.1182709043921638,0.2984334006518427,-0.4810108826681694,-0.1406281196556666,1.3465419359672306,-1.2375390206568495,-0.8980126792074615,1.6019450356554628,-0.0127227243738404,0.8761503850963156,-0.0347404585542952,-0.0832827211719763,0.3247577136784971,0.4519887442172246,-0.0131220858981926,-0.025849281189167,-0.0853427710680088,0.1383099629831796,101,0
0.0752891870880457,0.0461028555617787,-0.367229792612898,-0.0043902012145643,-0.1331522276287501,-0.4587134740746899,-0.3289725865073195,-0.3307967985198292,-0.3419392652597444,0.0103198382500195,0.0911816446814955,0.1050296220065827,-0.3627385302489913,-0.0949612152161969,-0.4953023075108128,-0.610387924536963,-0.3233691902374133,-0.0131032115513901,0.0640204464708605,-0.0347405232899583,-0.0832827561926026,0.0726883901997441,0.0784880983199505,-0.0131343855479775,0.0092675247092901,-0.4297357763004297,0.1558143831501859,104,0
0.1772024505020298,-0.4685335496877479,-1.0273759539256582,0.0675887100760257,-0.5795536959750129,0.8600389098183593,0.7157711335603484,-0.7837364928488653,-0.4866969727906621,0.0560767825446921,-0.0081055896093354,-0.9104578412377474,0.2820848330536725,-0.0857797802877403,-0.5335988695396138,-0.8065397621493986,-0.0495896068396273,-0.012884397528197,-0.1320087644453309,-0.0347406497887523,-0.0832827571703615,0.0416265425218435,0.0690401378524304,-0.0131191782061223,1.3467677831442575,0.7154069789482014,-0.0558341423804087,105,0
0.5716761891858326,0.2460276382181374,0.1266757883094663,0.013135300262814,0.1081611592409396,-0.1425847899762675,-0.2372938319335856,-1.1677984120831773,-0.1554945823597913,-0.3624528875233175,0.0174274892301975,0.0016539058570748,-0.0817529140216984,-0.2470515924480684,0.8572276347272093,-0.6920068662580499,0.7432032721852475,-0.0130085076758054,-0.2601342834113358,-0.0347404813834551,-0.083282751426685,-0.6289751708103755,-1.0003220343182249,-0.0131219594110271,0.0091245144392067,0.4249235364083444,-0.0260347340188444,106,0
0.6077694923570025,-0.2542343951928726,0.2337469238866833,-0.0144453880237189,0.4105395198313313,-0.9466130679819744,-0.8058009528078096,-0.4515539692303381,-0.4929592556934374,-0.1685240204003373,-0.0649700978931062,-1.4745463600148052,-0.627821247946629,-0.0871681233810398,0.4991204791373679,2.415669390887749,-0.5133694990712685,-0.0133501633686471,-0.228218364789145,-0.0347407068616522,-0.0832827392994347,-0.1106099526431824,-0.2538941043408486,-0.0130915672293195,0.0541585775851049,-0.5133065832351106,-0.1190686492036775,107,0
