Quick Assets/Total Assets,Equity to Liability,Cash/Total Assets,Total debt/Total net worth,Current Assets/Total Assets,Equity to Long-term Liability,Current Liabilities/Liability,Cash/Current Liability,Long-term Liability to Current Assets,Long-term fund suitability ratio (A),Quick Ratio,Working capitcal Turnover Rate,Total Asset Growth Rate,PCA_Contingent liabilities/Net worth_Working Capital/Equity,Current Liability to Current Assets,Fixed Assets to Assets,Current Ratio,PCA_Net Income to Stockholder's Equity_PCA_Borrowing dependency_Current Liabilities/Equity,Quick Assets/Current Liability,Cash Flow to Liability,PCA_ROA(C) before interest and depreciation before interest_ROA(A) before interest and % after tax,Total expense/Assets,Total income/Total expense,Cash Flow to Equity,Cash Flow to Total Assets,No-credit Interval,Interest Expense Ratio,Index,Bankrupt?
0.4084697500000001,0.550205517259004,0.7664864384453103,7.615848358422453e-09,0.534099689,0.6645122316843463,0.8519877943522999,1.5193682874337087e-09,0.0,0.2838548545116286,7.523125812635215e-09,0.1369421590720576,0.9410821073902826,0.8534511345857562,0.4115993373510726,4.464072966275874e-06,3.458153854170743e-07,0.6244483989582184,3.28358238720712e-08,0.5959004660503879,0.7442081482597287,0.4489832518843669,0.8269931761677575,0.5351286455788657,0.6192738513838345,0.5825480933396562,0.5773896928580906,64,0
0.312840255,0.4766790829848654,0.4813789249086033,1.0150679198009036e-08,0.578454824,0.6689849199490157,0.5988047277325989,5.636736112590857e-10,1.192432177304914e-10,0.2702862704987619,5.751819591578652e-09,0.1372678260259391,0.445384888423424,0.8563605472568199,0.391623170222511,4.821457750672477e-06,3.748511692574521e-07,0.627496111461298,2.4931907115981036e-08,0.5950546618070395,0.5976236296913788,0.3693273986881112,0.788019848507155,0.5345306654531816,0.6150436158901018,0.5821313257703183,0.5791067421046785,66,0
0.272033546,0.6556367377790595,0.225177482264617,5.079574548960339e-09,0.327165691,0.6694147349944655,0.4376126963312293,3.98800612325112e-10,2.8893013676034585e-10,0.3634245538071405,9.288499051504641e-09,0.137263199244785,0.8561456167527527,0.8506844271539464,0.3796855937171363,3.035921627475075e-06,3.932913554396738e-07,0.6252911577806589,4.0699720059379694e-08,0.5811320361507135,0.5759894073383945,0.2950925108359327,0.7831442941155169,0.5296145507989319,0.5714801726184375,0.5828711142190086,0.5857797358625234,67,0
0.4526281830000001,0.4203107400688556,0.3121084774592378,1.2934519655859178e-08,0.562639855,0.680171622102972,0.4986414494946229,3.05840521311329e-10,4.1646815163165485e-10,0.3565562638124281,7.980730370180447e-09,0.1371716953879241,0.445384888423424,0.8560143640863881,0.4058982427716959,2.5802983412703817e-06,3.53909880983005e-07,0.6281483163927936,3.5369570915247965e-08,0.5895459172447276,0.6173203891104035,0.2737937017961981,0.8091518510641625,0.5293027353121625,0.5832192961075465,0.5831328300609215,0.5782125031481848,75,0
0.302036855,0.5727541673223683,0.4112128885984632,6.993480475281366e-09,0.347499344,0.676852213614029,0.4622495850828966,6.53329161603988e-10,6.562715770125346e-10,0.2494964138152619,7.828213689255181e-09,0.1369785976059941,0.604992683270319,0.850041288151676,0.426906959872679,7.698420293985887e-06,3.2485132474041785e-07,0.6248881850610689,3.522666252166011e-08,0.5903026435488424,0.701758153282383,0.2584512070134632,0.8498227392822281,0.5323120641852522,0.596763308349653,0.5817607257367052,0.5775128278341519,81,0
0.199320526,0.4632056931195037,0.572626682986936,1.0730635365951284e-08,0.1941238520000001,0.7035055526171896,0.083040087405239,3.288098428949615e-09,3.83192397604426e-09,0.2588337637018281,1.6050238371440734e-08,0.1372592324772127,0.3652452660248382,0.850031314340043,0.2922786651801601,8.274741300689679e-06,5.656647341875946e-07,0.6272345696445387,7.202342465389478e-08,0.6028354887254078,0.6468895176132685,0.2078274011922067,0.7908144806465177,0.5402624715783979,0.6557103735644817,0.5821130978691376,0.5825666001022891,82,0
0.4216298580000001,0.4818662170971682,0.4551838364818283,9.938496957047696e-09,0.573873782,0.6876756641398147,0.319420513729111,7.85759800975283e-10,7.192093275099062e-10,0.3049098312883611,1.1135464942930301e-08,0.1374047475131692,0.3508723476860516,0.8612988327633493,0.2916146949682767,4.52481909305838e-06,5.673244468530744e-07,0.6266553478702594,5.1546570739368734e-08,0.5855184778863645,0.6104044208206364,0.5734558395922579,0.7916996106483607,0.5277284682091831,0.5682184630744528,0.5826495881698752,0.5782076413263776,85,0
0.211302157,0.6591925935299144,0.4483198711504001,5.0074249646932245e-09,0.2024329670000001,0.6645122316843463,0.0902019806766105,3.329077506719624e-09,0.0,0.2311442590383403,2.4632598773005266e-08,0.1372333842304986,0.3146930601127273,0.8509296101807033,0.2016179689201616,9.409885567067476e-06,8.850360513786547e-07,0.6224118207374219,1.1404319213861957e-07,0.6113411170987331,0.654485008456841,0.3709003003764073,0.841874193522545,0.5407079270535143,0.6706426778963883,0.5828239050194526,0.5772443805249503,98,0
0.2887012400000001,0.4846628982004169,0.1069071959083347,9.826759394052089e-09,0.593069605,0.680614302662241,0.4360987064425927,1.1171188453451551e-10,4.5997386108331807e-10,0.3515796151637229,6.513205799999963e-09,0.1372992886994482,0.7199496619943593,0.8596938901016333,0.3339429465167322,3.014747130303204e-06,4.736687612813453e-07,0.6265742981551045,2.8333502957245484e-08,0.5966098928795144,0.726931455632535,0.2553350570131916,0.8635133821862028,0.5356240480014782,0.6228164589080666,0.5824069971662885,0.5774859290017332,112,0
0.5691136530000002,0.5844573751922543,0.6641876820154595,6.692146828010671e-09,0.551649499,0.6753881727755965,0.3950097039064538,1.686798469999195e-09,3.683773251716982e-10,0.9769537864991256,1.7338955972390213e-08,0.1379338130843778,0.8668033293314006,0.8585330171789637,0.2806292688663942,1.9914753128269817e-07,5.958145773213839e-07,0.6248086941209151,7.61516942151088e-08,0.6067797384029328,0.6959391237267103,0.2334574093626208,0.8559014809941974,0.5402728219674909,0.6627674046294805,0.5847124246299457,0.5773807180853266,113,0
0.442059276,0.5590441273851267,0.6125815259938379,7.364077954201409e-09,0.530380689,0.6663994410923791,0.6915624719577431,9.647559591485775e-10,6.086637617530588e-11,0.5957032486328401,8.889408193704304e-09,0.1371209088403898,0.6723065548058188,0.8546800675752428,0.3834271036981141,9.834448810303444e-07,3.874025124776619e-07,0.6250468045346859,4.011185787477578e-08,0.6137127022758726,0.6980895466368167,0.2922855243387999,0.8390631202322878,0.5442602322023764,0.69556934583544,0.5830637479022176,0.5775030458392294,114,0
0.336839065,0.4911880999821195,0.3639341539469424,9.572165809122736e-09,0.529850688,0.6886229189788957,0.278003666698926,6.58967760566731e-10,8.284715639211845e-10,0.3569019200484334,1.0301739301020464e-08,0.1372491285169111,0.657427975440176,0.8599323409053954,0.2811086096417932,3.2691347623435628e-06,5.945414009752409e-07,0.6256181392287713,4.67110073697262e-08,0.6017129284179787,0.7154993265237364,0.5277732494016346,0.8138430792810234,0.5390015691006584,0.647893848303228,0.5828058024446331,0.5774631003798563,116,0
0.5778978660000001,0.7308489842969773,0.8645788290050626,3.6339498057837835e-09,0.594028185,0.6707472288934775,0.4768509285954072,5.175634773188498e-09,2.2241074953965878e-10,0.3639100046892916,2.3186792264418693e-08,0.1373800727844873,0.7473866471021333,0.8601839058471659,0.205808836008991,3.322828734501806e-06,8.644360585413505e-07,0.6226386871611675,1.0383430847847293e-07,0.6053274053250763,0.8601748328876395,0.5954188616202949,0.8269507047824552,0.5376803009058277,0.6441638638605915,0.5832351668001169,0.5773284882503912,120,0
0.422624617,0.4348152512750037,0.6411846220505655,1.2119732511420985e-08,0.642067549,0.683021127079428,0.456293868418988,1.0030990500037307e-09,4.552121509598937e-10,0.5510566015967647,8.359464056736932e-09,0.1370885469259409,0.2260097688465177,0.8591947779876451,0.3497585629457476,1.1618909245784265e-06,4.4385961531904e-07,0.6270159621369469,3.608033092059688e-08,0.6105474600149761,0.6024652977192775,0.502978308995441,0.7906263171830363,0.5470599005114104,0.7021718741798871,0.5826016820339017,0.5784924875759503,129,0
0.429470856,0.492797616135945,0.5135208918640792,9.511309117691756e-09,0.4360144020000001,0.678621864797147,0.3932417247179385,8.33465945565548e-10,5.447208829834072e-10,0.6848207247599234,1.0722548497753628e-08,0.1370847237030672,0.3612900912614271,0.8534087283159831,0.3896641325703179,7.748153945266549e-07,3.778298945000445e-07,0.6249500369192152,4.6371147277617314e-08,0.5950898757898042,0.6572541767338668,0.2787659170346582,0.8421888727787317,0.5345894683316236,0.6153596699212747,0.5831167552970425,0.577277867004346,156,0
0.6020662760000001,0.7333522606708214,0.4422532563641138,3.5886525255341556e-09,0.6064281300000001,0.6645122316843463,0.5888380864505183,9.891073533135895e-10,0.0,0.3754537135568888,1.9046468763056143e-08,0.1379694225483957,0.8561456167527527,0.8581052136528639,0.2225831857062881,2.890335528576434e-06,7.894249418012925e-07,0.6231624637520604,9.683148665540081e-08,0.5894851980533413,0.7027403865294269,0.5460398320176277,0.8225459187387367,0.533391929969957,0.6027336960641749,0.5830810212730739,0.5772468301360725,163,0
0.5401553550000001,0.6312055940219315,0.7982920643549254,5.5972940056752554e-09,0.546888787,0.6702310749225837,0.5318597636236584,2.6607598502953467e-09,1.9910828367997172e-10,0.3454605158996097,1.3939661230649368e-08,0.1372953013773696,0.2592689352274291,0.854660127035725,0.2986017381823013,3.328016600031984e-06,5.502260475934715e-07,0.6249162277083193,6.736968730669818e-08,0.6298813017166849,0.6218570601774699,0.5283402507281636,0.7892337658854865,0.5485666380690581,0.7437460948947962,0.5569684183940565,0.5773080782621746,168,0
0.4134615710000001,0.7403499728420873,0.403676435985818,3.464179096140593e-09,0.46704742,0.6702062461267442,0.4932161905787929,9.884123172709811e-10,2.590591404588727e-10,0.275710794483971,1.6822184451632458e-08,0.1373996641703871,0.8080009422312484,0.8558293063385247,0.2499506698698942,6.361993708736989e-06,6.876061768814517e-07,0.6229484164414543,7.530763693951128e-08,0.6013263136574847,0.8235631819688604,0.423298879698848,0.8477621427296307,0.5365316633564815,0.633016822878387,0.5832250967827095,0.5772394787699147,181,0
0.278236366,0.418681942704045,0.3840108064837452,1.3030698182807388e-08,0.4903433360000001,0.6729805309214261,0.4626989072576036,4.1622814916930645e-10,2.440271526515936e-10,0.2505444773463058,5.093689579719132e-09,0.1369910184318491,0.6032266205429937,0.8534491157728495,0.4301845546325552,5.655144690362745e-06,3.204858557610292e-07,0.6267640110874876,2.2417382462299297e-08,0.6005253169124609,0.648885897181518,0.6531663481683245,0.7922911989031037,0.539276015900497,0.6460955616499859,0.5822809047872619,0.5784172978739238,185,0
0.439172458,0.5577874943070547,0.3583494169162386,7.399399786466032e-09,0.551970544,0.6714121124675034,0.574760689600384,4.6309479861950094e-10,2.2010627695467908e-10,0.3293066571476522,9.478519009606391e-09,0.1371327191217015,0.6174337539516398,0.856597356595051,0.3504852400951002,3.443077728764181e-06,4.425408952798938e-07,0.6241542053986581,4.365226539425664e-08,0.5836768181763636,0.772119197179556,0.4607202327828202,0.835461134480031,0.5285886717203528,0.5687752931303957,0.5827963733914594,0.5773015459606325,187,0
0.443682725,0.3638543211811859,0.6083123470171053,1.7093215663862782e-08,0.5494142530000001,0.695327431228216,0.3523717870813576,9.039104603703051e-10,8.2081105454157e-10,0.3040735974417793,8.371330019810164e-09,0.1372426375411317,0.7025982013326482,0.8591379439885608,0.3874272848504458,3.891010498954361e-06,3.812404079111707e-07,0.6281216105578207,3.8225531307959455e-08,0.6067096624740603,0.6690242434465,0.5413387174149122,0.8033593740803046,0.5473690701018721,0.6910142239829221,0.5826509722366955,0.5780730635885589,191,0
0.4140359780000001,0.6866998224162637,0.8402416972843143,4.457206665819252e-09,0.6145622770000001,0.6748006692296782,0.3757661239557365,4.661844063558185e-09,3.486401028984787e-10,0.3244994125736218,1.6079195925894005e-08,0.1387959437728937,0.4741883202801298,0.8617024175277516,0.1976339587717685,4.286660996330905e-06,9.05386138145024e-07,0.6252887451944545,7.529062042970088e-08,0.625390304826464,0.5958357371698043,0.5475872621558677,0.786816377936457,0.5446772803684901,0.7114730238262627,0.5828633333036403,0.5793533194164888,197,0
0.355723062,0.4890998673976806,0.4205794454757885,9.65278492835904e-09,0.4390155600000001,0.6766274646790835,0.5646246724226652,4.928095136830235e-10,4.5504361390058524e-10,0.2520300509393895,6.953065934426836e-09,0.1369835155818444,0.3612900912614271,0.8494858915577654,0.4463533937940252,6.622638313671524e-06,2.9952179452934257e-07,0.6269767988521964,3.0243463956824465e-08,0.5931718210657015,0.6202289039024573,0.3157420649951198,0.7988337675643765,0.5332686850442692,0.6059678482249279,0.58200141506405,0.5783185885361304,207,0
0.2608513630000001,0.4435388841216684,0.384722272752617,1.1667072946641712e-08,0.350482061,0.6905452469984836,0.3219909285092669,5.680141253183724e-10,1.2548244041066248e-09,0.2733109614554806,5.6946121180113254e-09,0.1369855902537687,0.6192222747687735,0.8505956839749738,0.4374882367453562,5.785968507958741e-06,3.108904653812295e-07,0.6257758169900502,2.8813593141893386e-08,0.6033428297646374,0.7133807885646342,0.3726354931753128,0.8395518483352921,0.5410822207149136,0.6601877995934807,0.5824119899451318,0.5774997849971679,208,1
0.197726589,0.6502664603220599,0.4441893621452037,5.191311931761547e-09,0.1971284370000001,0.6645122316843463,0.5729628825722564,7.80317989043655e-10,0.0,0.7586221637721526,5.761018431185358e-09,0.136744466915926,0.6667061792779733,0.8451302410202932,0.5426056771947385,6.190686640389885e-07,1.940878115792345e-07,0.6231843467646456,2.4654283612909892e-08,0.5931711430582282,0.7366224326868984,0.1630054841533296,0.904557268607026,0.5340902984863243,0.6101575996116975,0.582161489020331,0.5772068001485708,211,0
0.5078188800000001,0.6526818647870973,0.6956666028905116,5.14181126365712e-09,0.65149533,0.6729882229425526,0.4005910920136648,2.226120843218382e-09,2.5849681423162347e-10,0.3386555948083963,1.6220554278434732e-08,0.1373860610802797,0.6085332369147545,0.8622218190986708,0.2126446559451752,3.679108914460543e-06,8.32512360135067e-07,0.6244909842684641,8.010349463973736e-08,0.606667799607678,0.6597322227517249,0.5392784396536695,0.8003272999203689,0.5391230641725323,0.6555032385468298,0.5830186036169188,0.5787653481219451,215,0
0.589659326,0.6375261526077449,0.3551366009916369,5.461527499348029e-09,0.625770977,0.6788476213760278,0.2674946291441921,9.34556007234355e-10,4.667992797857679e-10,0.6592100893583988,2.6890467248307653e-08,0.1377227215023257,0.779405940513135,0.8636731087585033,0.1758952438632347,1.0167407202772477e-06,1.0318524077596904e-06,0.6241628615565208,1.1991818840313413e-07,0.5925240278573871,0.7362125343879848,0.3854481291434851,0.8372433037277232,0.533783594495351,0.6076338310397273,0.5838666918809692,0.5773627665434601,229,0
0.337521026,0.5323456398526846,0.493605080550016,8.151950400088134e-09,0.332442263,0.6788429001653595,0.2951749740202902,1.0548702553819787e-09,7.66625648379593e-10,0.7868847915014129,1.1188698924172529e-08,0.1370570908020768,0.6014633681168771,0.8457805708238764,0.3825536937911954,5.82034151370834e-07,3.88766776211085e-07,0.624934925252698,4.918314790817459e-08,0.6085414203304207,0.6513504319838517,0.3962383356437737,0.8103216373221542,0.5422882647909071,0.6764745817485454,0.5828097757982844,0.5776309507420865,238,0
0.2589737670000001,0.464175360523515,0.5177369099277394,1.0688224209550248e-08,0.286932833,0.6863217484639229,0.3255161549380979,9.041989084551671e-10,1.2845830840019223e-09,0.3087827727135113,6.7242907032458166e-09,0.1368858747514302,0.4034309497188806,0.847061907271684,0.4763269229119171,4.1875389891339295e-06,2.6325538080292457e-07,0.6268313626869031,2.9785117515836533e-08,0.6017704376411049,0.6299423163294251,0.1717541020489192,0.824930850699413,0.5394695964624794,0.6500052579054708,0.5821233774366098,0.5780130213257281,258,0
0.275839237,0.4484639795801914,0.5361610555400973,1.1420949080995918e-08,0.2642611710000001,0.6940207891536364,0.2613162628086607,1.090695813180109e-09,1.944508127432742e-09,0.284356004015208,7.576414169652157e-09,0.1369970180308735,0.3772692285539057,0.8475888721892807,0.4644805405143716,5.504140190175746e-06,2.772162409953494e-07,0.6277482232622864,3.630312293153811e-08,0.5948020995417262,0.6310178187722916,0.4769125994466039,0.792013712922489,0.5342578061430416,0.6134223731135796,0.5829811581567486,0.5787838933420729,260,0
0.5104127160000002,0.4484002044945487,0.7139018534337025,1.1423772258234781e-08,0.7907666710000001,0.6750947018661434,0.5917321769997407,1.1614549374344696e-09,2.0480946626155736e-10,0.3808370256702701,8.518567117107509e-09,0.1372786922408287,0.9123101192447428,0.8665490543125782,0.3272739180311037,2.2335071661603093e-06,4.869701124769581e-07,0.6253343623909521,3.875021119807047e-08,0.5969121580165915,0.684669682459893,0.57991648968116,0.8075784722991421,0.5359450057769374,0.6247607864048653,0.5826303277538194,0.5772999128304277,262,0
0.4072781280000001,0.5397872807586436,0.0427781205107623,7.92282854405156e-09,0.653815659,0.6869762890751828,0.2492640407374787,7.178193803247801e-11,6.644940240413396e-10,0.3248033917400701,1.0207028831301854e-08,0.1369284464958913,0.3419115258756152,0.866115466927115,0.1992507923402092,4.220752101381212e-06,8.97041741365818e-07,0.6248330439113658,6.894199380632249e-08,0.595906734746196,0.7226501501800894,0.4740942431325766,0.8269063643672205,0.5351329652058369,0.6193051853036076,0.5831336725335513,0.5785676285144381,267,0
0.372746596,0.459233107577106,0.3065105355582381,1.0910318948851095e-08,0.3681797620000001,0.6836187611945281,0.4239379387726008,3.6346030005129926e-10,8.555483838740271e-10,0.9995954929558724,8.149739905496944e-09,0.1369486889353038,0.4176225415415192,0.8473872973409318,0.4638241523212824,6.450432812028588e-08,2.779893141877793e-07,0.6271406836395542,3.5289844818023244e-08,0.5962726154212703,0.6272836697312183,0.1802169024317118,0.8382015656234684,0.5354214816362092,0.6212637969408591,0.5829790107439731,0.5779797409124489,268,0
0.6310434270000002,0.6327350976947239,0.5802575002504498,5.564795347396886e-09,0.605212391,0.6757808835206496,0.280496785825034,1.8316345835878158e-09,3.6885116488916125e-10,0.9301382240151416,2.2816604443049587e-08,0.1371285419672966,0.3665695309459633,0.8623222977676113,0.1894551330440289,3.2853043277229137e-07,9.497017678202132e-07,0.6249394927763612,1.2218266274945165e-07,0.5864418803792529,0.6616773212938277,0.3620387086399536,0.8252536987932603,0.5312880538759901,0.5865575316475878,0.5841053755636817,0.5781355084160348,282,0
0.381144466,0.6710204493167657,0.4607335990254647,4.7669476371890035e-09,0.416643578,0.6645122316843463,0.6020251310854009,8.492936250104052e-10,0.0,0.4595860968160816,1.1457644414399754e-08,0.1372647029463373,0.6427279902106896,0.8527165632362859,0.3545575431699362,1.814407370044727e-06,4.352650171544534e-07,0.6234735798124185,4.94891323561317e-08,0.5972952364681071,0.7269932459946993,0.217728703229672,0.8725449412404116,0.5356074023714946,0.6236368896513309,0.5838543848012411,0.5772092505130686,296,0
0.152092337,0.5522674375672192,0.4470507633722589,7.556434637083845e-09,0.407871735,0.6873364504135245,0.208630210538298,1.2548082954644262e-09,1.096323280422306e-09,0.2780343543645142,5.620313337558608e-09,0.1389934817224818,0.4438977063083499,0.8564228645020536,0.2575563121042183,6.290159648852077e-06,6.62935869655875e-07,0.6279899395239369,3.0690308440683685e-08,0.6054084707174431,0.4588236077243138,0.5679846721245954,0.742738270997767,0.5401691303534346,0.6601943782445784,0.582386048124724,0.5766868490214979,302,0
0.23100873,0.5520443509372924,0.3402933379494356,7.562081175225416e-09,0.562220763,0.6689637608714498,0.428639345513942,5.101583946953703e-10,1.3634686088503928e-10,0.281729495365988,5.994420272008652e-09,0.137187023697035,0.3813299409035333,0.8587848620599494,0.3065887506580574,4.8207713886525775e-06,5.315356664121996e-07,0.6249466951352459,2.6816815698875885e-08,0.5979121780346447,0.6464810734696184,0.5078100728612114,0.8005199458730267,0.5362076283178192,0.6278436764876855,0.5823362127828551,0.5781655016439843,309,0
0.312884379,0.4908706361535858,0.6936163941363918,9.584901672051241e-09,0.459872091,0.6736237017981007,0.5666044143176157,1.212793244304011e-09,3.2104156659495953e-10,0.2587760289637192,6.06479993938043e-09,0.1370724922078946,0.3051521896081074,0.851794896683922,0.4343106172624804,5.9115513225729e-06,3.15028800551597e-07,0.6285143520521548,2.6578109971382453e-08,0.6104512437519316,0.568830963490374,0.2306883748720261,0.7371730443054144,0.5446737080522456,0.6918032582766604,0.5824107064835178,0.576383714420092,312,0
0.263024055,0.4745630280514644,0.3986707523669437,1.0238387822009837e-08,0.5105624150000001,0.689307440058116,0.3004700485715455,6.73484022023496e-10,8.64638201314438e-10,0.4000109230997373,6.667736626936663e-09,0.1372400588526735,0.6760540667950939,0.8588145245907636,0.3122996935566468,2.537979689822559e-06,5.186888756482811e-07,0.6276008625651742,3.2961558089135863e-08,0.5808342950159174,0.5904741812508286,0.4600434385705934,0.7838584989979376,0.5239804654378061,0.5443266729693096,0.5824913646307448,0.5860230979086161,327,0
0.338036152,0.6335873119144576,0.1864406246458682,5.546412946326809e-09,0.4066616760000001,0.6785282903654191,0.3270927635566268,3.717478963549681e-10,6.934819021114921e-10,0.2739696447613105,1.1360974174444429e-08,0.1374840359962977,0.6798127155596733,0.8545382368777514,0.2916397798130968,6.43301761780321e-06,5.672791952807284e-07,0.6246849374268842,5.8442881313808086e-08,0.5952793294372589,0.7172309094272512,0.4051687135806244,0.8282018605004915,0.5348737862923284,0.6170789958262027,0.5652953287175376,0.5776008203584838,328,0
0.3808246410000001,0.6974299094229213,0.4452906330304823,4.250670966685771e-09,0.436402548,0.6703126806882375,0.4775372964812901,9.975915874621544e-10,2.70501563856551e-10,0.2710610094611591,1.3307821791156554e-08,0.1372160549124947,0.4483679032892401,0.8545431827763424,0.2924364275081434,6.3906830723111415e-06,5.652781975914068e-07,0.6246773930666637,6.112899034998857e-08,0.6039585849402465,0.6286625034828319,0.5313221970413021,0.793885034236916,0.537642282805886,0.6429770465430926,0.5829167516292276,0.5781768473713397,340,0
